Action,org:resource,concept:name,EventOrigin,EventID,lifecycle:transition,time:timestamp,case:LoanGoal,case:ApplicationType,case:concept:name,case:RequestedAmount,strain_time_difference,FirstWithdrawalAmount,NumberOfTerms,Accepted,MonthlyCost,Selected,CreditScore,OfferedAmount,OfferID
,User_1,A_Create Application,Application,1,start,2016-01-04 09:00:00.000000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_10,A_Create Application,Application,4,start,2016-01-04 09:03:34.607727,Home improvement,New credit,1,450000.0,0 days,,,,,,,,
,User_1,A_Create Application,Application,3,complete,2016-01-04 09:10:39.237000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_1,A_Concept,Application,7,start,2016-01-04 09:10:39.237000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_100,A_Create Application,Application,9,start,2016-01-04 09:12:01.342653,Car,New credit,2,0.0,0 days,,,,,,,,
,User_101,A_Create Application,Application,12,start,2016-01-04 09:12:01.388144,Existing loan takeover,New credit,3,450000.0,0 days,,,,,,,,
,User_1,A_Concept,Application,8,complete,2016-01-04 09:13:06.543000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_102,A_Accepted,Application,15,start,2016-01-04 09:13:06.543000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_1,A_Create Application,Application,17,start,2016-01-04 09:14:24.569543,Existing loan takeover,New credit,4,450000.0,0 days,,,,,,,,
,User_104,A_Create Application,Application,20,start,2016-01-04 09:15:27.690256,Home improvement,New credit,5,0.0,0 days,,,,,,,,
,User_106,A_Create Application,Application,23,start,2016-01-04 09:16:06.222136,Motorcycle,New credit,6,450000.0,0 days,,,,,,,,
,User_107,A_Create Application,Application,26,start,2016-01-04 09:17:28.196403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_107,A_Create Application,Application,28,complete,2016-01-04 09:17:35.980403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_107,W_Handle leads,Application,29,start,2016-01-04 09:17:35.980403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_101,A_Create Application,Application,14,complete,2016-01-04 09:18:14.508144,Existing loan takeover,New credit,3,450000.0,0 days,,,,,,,,
,User_101,A_Concept,Application,31,start,2016-01-04 09:18:14.508144,Existing loan takeover,New credit,3,450000.0,0 days,,,,,,,,
,User_107,W_Handle leads,Application,30,complete,2016-01-04 09:18:29.980403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_107,A_Concept,Application,33,start,2016-01-04 09:18:29.980403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_109,A_Create Application,Application,35,start,2016-01-04 09:20:16.816945,Existing loan takeover,Limit raise,8,5662.8,0 days,,,,,,,,
,User_107,A_Concept,Application,34,complete,2016-01-04 09:20:42.741403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_107,A_Accepted,Application,38,start,2016-01-04 09:20:42.741403,Unknown,Limit raise,7,0.0,0 days,,,,,,,,
,User_102,A_Accepted,Application,16,complete,2016-01-04 09:21:44.998000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_102,W_Complete application,Application,40,start,2016-01-04 09:21:44.998000,"Other, see explanation",New credit,0,450000.0,0 days,,,,,,,,
,User_11,A_Create Application,Application,42,start,2016-01-04 09:23:37.841496,"Other, see explanation",New credit,9,0.0,0 days,,,,,,,,
